,PorMVP_AminoType1,PorMVP_AminoType10,PorMVP_AminoType100,PorMVP_AminoType101,PorMVP_AminoType102,PorMVP_AminoType103,PorMVP_AminoType104,PorMVP_AminoType105,PorMVP_AminoType106,PorMVP_AminoType107,PorMVP_AminoType108,PorMVP_AminoType109,PorMVP_AminoType11,PorMVP_AminoType110,PorMVP_AminoType111,PorMVP_AminoType112,PorMVP_AminoType113,PorMVP_AminoType114,PorMVP_AminoType115,PorMVP_AminoType116,PorMVP_AminoType117,PorMVP_AminoType118,PorMVP_AminoType119,PorMVP_AminoType12,PorMVP_AminoType120,PorMVP_AminoType121,PorMVP_AminoType122,PorMVP_AminoType123,PorMVP_AminoType124,PorMVP_AminoType125,PorMVP_AminoType126,PorMVP_AminoType127,PorMVP_AminoType128,PorMVP_AminoType129,PorMVP_AminoType13,PorMVP_AminoType130,PorMVP_AminoType131,PorMVP_AminoType132,PorMVP_AminoType133,PorMVP_AminoType134,PorMVP_AminoType135,PorMVP_AminoType136,PorMVP_AminoType137,PorMVP_AminoType138,PorMVP_AminoType139,PorMVP_AminoType14,PorMVP_AminoType140,PorMVP_AminoType141,PorMVP_AminoType142,PorMVP_AminoType143,PorMVP_AminoType144,PorMVP_AminoType145,PorMVP_AminoType146,PorMVP_AminoType147,PorMVP_AminoType148,PorMVP_AminoType149,PorMVP_AminoType15,PorMVP_AminoType150,PorMVP_AminoType151,PorMVP_AminoType152,PorMVP_AminoType153,PorMVP_AminoType154,PorMVP_AminoType155,PorMVP_AminoType156,PorMVP_AminoType157,PorMVP_AminoType158,PorMVP_AminoType159,PorMVP_AminoType16,PorMVP_AminoType160,PorMVP_AminoType161,PorMVP_AminoType162,PorMVP_AminoType163,PorMVP_AminoType164,PorMVP_AminoType165,PorMVP_AminoType166,PorMVP_AminoType167,PorMVP_AminoType168,PorMVP_AminoType169,PorMVP_AminoType17,PorMVP_AminoType170,PorMVP_AminoType171,PorMVP_AminoType172,PorMVP_AminoType173,PorMVP_AminoType174,PorMVP_AminoType175,PorMVP_AminoType176,PorMVP_AminoType177,PorMVP_AminoType178,PorMVP_AminoType179,PorMVP_AminoType18,PorMVP_AminoType180,PorMVP_AminoType181,PorMVP_AminoType182,PorMVP_AminoType183,PorMVP_AminoType184,PorMVP_AminoType185,PorMVP_AminoType186,PorMVP_AminoType187,PorMVP_AminoType188,PorMVP_AminoType189,PorMVP_AminoType19,PorMVP_AminoType190,PorMVP_AminoType191,PorMVP_AminoType192,PorMVP_AminoType193,PorMVP_AminoType194,PorMVP_AminoType195,PorMVP_AminoType196,PorMVP_AminoType197,PorMVP_AminoType198,PorMVP_AminoType199,PorMVP_AminoType2,PorMVP_AminoType20,PorMVP_AminoType200,PorMVP_AminoType201,PorMVP_AminoType202,PorMVP_AminoType203,PorMVP_AminoType204,PorMVP_AminoType205,PorMVP_AminoType206,PorMVP_AminoType207,PorMVP_AminoType208,PorMVP_AminoType209,PorMVP_AminoType21,PorMVP_AminoType210,PorMVP_AminoType211,PorMVP_AminoType212,PorMVP_AminoType213,PorMVP_AminoType214,PorMVP_AminoType215,PorMVP_AminoType216,PorMVP_AminoType217,PorMVP_AminoType218,PorMVP_AminoType219,PorMVP_AminoType22,PorMVP_AminoType220,PorMVP_AminoType221,PorMVP_AminoType222,PorMVP_AminoType223,PorMVP_AminoType224,PorMVP_AminoType225,PorMVP_AminoType226,PorMVP_AminoType227,PorMVP_AminoType228,PorMVP_AminoType229,PorMVP_AminoType23,PorMVP_AminoType230,PorMVP_AminoType231,PorMVP_AminoType232,PorMVP_AminoType233,PorMVP_AminoType234,PorMVP_AminoType235,PorMVP_AminoType236,PorMVP_AminoType237,PorMVP_AminoType238,PorMVP_AminoType239,PorMVP_AminoType24,PorMVP_AminoType240,PorMVP_AminoType241,PorMVP_AminoType242,PorMVP_AminoType243,PorMVP_AminoType244,PorMVP_AminoType245,PorMVP_AminoType246,PorMVP_AminoType247,PorMVP_AminoType248,PorMVP_AminoType249,PorMVP_AminoType25,PorMVP_AminoType250,PorMVP_AminoType251,PorMVP_AminoType252,PorMVP_AminoType253,PorMVP_AminoType254,PorMVP_AminoType255,PorMVP_AminoType256,PorMVP_AminoType257,PorMVP_AminoType258,PorMVP_AminoType259,PorMVP_AminoType26,PorMVP_AminoType260,PorMVP_AminoType261,PorMVP_AminoType262,PorMVP_AminoType263,PorMVP_AminoType264,PorMVP_AminoType265,PorMVP_AminoType266,PorMVP_AminoType267,PorMVP_AminoType268,PorMVP_AminoType269,PorMVP_AminoType27,PorMVP_AminoType270,PorMVP_AminoType271,PorMVP_AminoType272,PorMVP_AminoType273,PorMVP_AminoType274,PorMVP_AminoType275,PorMVP_AminoType276,PorMVP_AminoType277,PorMVP_AminoType278,PorMVP_AminoType279,PorMVP_AminoType28,PorMVP_AminoType280,PorMVP_AminoType281,PorMVP_AminoType282,PorMVP_AminoType283,PorMVP_AminoType284,PorMVP_AminoType285,PorMVP_AminoType286,PorMVP_AminoType287,PorMVP_AminoType288,PorMVP_AminoType289,PorMVP_AminoType29,PorMVP_AminoType290,PorMVP_AminoType291,PorMVP_AminoType292,PorMVP_AminoType293,PorMVP_AminoType294,PorMVP_AminoType295,PorMVP_AminoType296,PorMVP_AminoType297,PorMVP_AminoType298,PorMVP_AminoType299,PorMVP_AminoType3,PorMVP_AminoType30,PorMVP_AminoType300,PorMVP_AminoType301,PorMVP_AminoType302,PorMVP_AminoType303,PorMVP_AminoType304,PorMVP_AminoType305,PorMVP_AminoType306,PorMVP_AminoType307,PorMVP_AminoType308,PorMVP_AminoType309,PorMVP_AminoType31,PorMVP_AminoType310,PorMVP_AminoType311,PorMVP_AminoType312,PorMVP_AminoType313,PorMVP_AminoType314,PorMVP_AminoType315,PorMVP_AminoType316,PorMVP_AminoType317,PorMVP_AminoType318,PorMVP_AminoType319,PorMVP_AminoType32,PorMVP_AminoType320,PorMVP_AminoType321,PorMVP_AminoType322,PorMVP_AminoType323,PorMVP_AminoType324,PorMVP_AminoType325,PorMVP_AminoType326,PorMVP_AminoType327,PorMVP_AminoType328,PorMVP_AminoType329,PorMVP_AminoType33,PorMVP_AminoType330,PorMVP_AminoType331,PorMVP_AminoType332,PorMVP_AminoType333,PorMVP_AminoType334,PorMVP_AminoType335,PorMVP_AminoType336,PorMVP_AminoType337,PorMVP_AminoType338,PorMVP_AminoType339,PorMVP_AminoType34,PorMVP_AminoType340,PorMVP_AminoType341,PorMVP_AminoType342,PorMVP_AminoType343,PorMVP_AminoType344,PorMVP_AminoType345,PorMVP_AminoType346,PorMVP_AminoType347,PorMVP_AminoType348,PorMVP_AminoType349,PorMVP_AminoType35,PorMVP_AminoType350,PorMVP_AminoType351,PorMVP_AminoType352,PorMVP_AminoType353,PorMVP_AminoType354,PorMVP_AminoType355,PorMVP_AminoType356,PorMVP_AminoType357,PorMVP_AminoType358,PorMVP_AminoType359,PorMVP_AminoType36,PorMVP_AminoType360,PorMVP_AminoType361,PorMVP_AminoType362,PorMVP_AminoType363,PorMVP_AminoType364,PorMVP_AminoType365,PorMVP_AminoType366,PorMVP_AminoType367,PorMVP_AminoType368,PorMVP_AminoType369,PorMVP_AminoType37,PorMVP_AminoType370,PorMVP_AminoType371,PorMVP_AminoType372,PorMVP_AminoType373,PorMVP_AminoType374,PorMVP_AminoType375,PorMVP_AminoType376,PorMVP_AminoType377,PorMVP_AminoType378,PorMVP_AminoType379,PorMVP_AminoType38,PorMVP_AminoType380,PorMVP_AminoType381,PorMVP_AminoType382,PorMVP_AminoType383,PorMVP_AminoType384,PorMVP_AminoType385,PorMVP_AminoType386,PorMVP_AminoType387,PorMVP_AminoType388,PorMVP_AminoType389,PorMVP_AminoType39,PorMVP_AminoType390,PorMVP_AminoType391,PorMVP_AminoType392,PorMVP_AminoType393,PorMVP_AminoType394,PorMVP_AminoType395,PorMVP_AminoType396,PorMVP_AminoType397,PorMVP_AminoType398,PorMVP_AminoType399,PorMVP_AminoType4,PorMVP_AminoType40,PorMVP_AminoType400,PorMVP_AminoType401,PorMVP_AminoType402,PorMVP_AminoType403,PorMVP_AminoType404,PorMVP_AminoType405,PorMVP_AminoType406,PorMVP_AminoType407,PorMVP_AminoType408,PorMVP_AminoType409,PorMVP_AminoType41,PorMVP_AminoType410,PorMVP_AminoType411,PorMVP_AminoType412,PorMVP_AminoType413,PorMVP_AminoType414,PorMVP_AminoType415,PorMVP_AminoType416,PorMVP_AminoType417,PorMVP_AminoType418,PorMVP_AminoType419,PorMVP_AminoType42,PorMVP_AminoType420,PorMVP_AminoType421,PorMVP_AminoType422,PorMVP_AminoType423,PorMVP_AminoType424,PorMVP_AminoType425,PorMVP_AminoType426,PorMVP_AminoType427,PorMVP_AminoType428,PorMVP_AminoType429,PorMVP_AminoType43,PorMVP_AminoType430,PorMVP_AminoType431,PorMVP_AminoType432,PorMVP_AminoType433,PorMVP_AminoType434,PorMVP_AminoType435,PorMVP_AminoType436,PorMVP_AminoType437,PorMVP_AminoType438,PorMVP_AminoType439,PorMVP_AminoType44,PorMVP_AminoType440,PorMVP_AminoType441,PorMVP_AminoType442,PorMVP_AminoType443,PorMVP_AminoType444,PorMVP_AminoType445,PorMVP_AminoType446,PorMVP_AminoType447,PorMVP_AminoType448,PorMVP_AminoType449,PorMVP_AminoType45,PorMVP_AminoType450,PorMVP_AminoType451,PorMVP_AminoType452,PorMVP_AminoType453,PorMVP_AminoType454,PorMVP_AminoType455,PorMVP_AminoType456,PorMVP_AminoType457,PorMVP_AminoType458,PorMVP_AminoType459,PorMVP_AminoType46,PorMVP_AminoType460,PorMVP_AminoType461,PorMVP_AminoType462,PorMVP_AminoType463,PorMVP_AminoType464,PorMVP_AminoType465,PorMVP_AminoType466,PorMVP_AminoType467,PorMVP_AminoType468,PorMVP_AminoType469,PorMVP_AminoType47,PorMVP_AminoType470,PorMVP_AminoType471,PorMVP_AminoType472,PorMVP_AminoType473,PorMVP_AminoType474,PorMVP_AminoType475,PorMVP_AminoType476,PorMVP_AminoType477,PorMVP_AminoType478,PorMVP_AminoType479,PorMVP_AminoType48,PorMVP_AminoType480,PorMVP_AminoType481,PorMVP_AminoType482,PorMVP_AminoType483,PorMVP_AminoType484,PorMVP_AminoType485,PorMVP_AminoType486,PorMVP_AminoType487,PorMVP_AminoType488,PorMVP_AminoType489,PorMVP_AminoType49,PorMVP_AminoType490,PorMVP_AminoType491,PorMVP_AminoType492,PorMVP_AminoType493,PorMVP_AminoType494,PorMVP_AminoType495,PorMVP_AminoType496,PorMVP_AminoType497,PorMVP_AminoType498,PorMVP_AminoType499,PorMVP_AminoType5,PorMVP_AminoType50,PorMVP_AminoType500,PorMVP_AminoType501,PorMVP_AminoType502,PorMVP_AminoType503,PorMVP_AminoType504,PorMVP_AminoType505,PorMVP_AminoType506,PorMVP_AminoType507,PorMVP_AminoType508,PorMVP_AminoType509,PorMVP_AminoType51,PorMVP_AminoType510,PorMVP_AminoType511,PorMVP_AminoType512,PorMVP_AminoType513,PorMVP_AminoType514,PorMVP_AminoType515,PorMVP_AminoType516,PorMVP_AminoType517,PorMVP_AminoType518,PorMVP_AminoType519,PorMVP_AminoType52,PorMVP_AminoType520,PorMVP_AminoType521,PorMVP_AminoType522,PorMVP_AminoType523,PorMVP_AminoType524,PorMVP_AminoType525,PorMVP_AminoType526,PorMVP_AminoType527,PorMVP_AminoType528,PorMVP_AminoType529,PorMVP_AminoType53,PorMVP_AminoType530,PorMVP_AminoType531,PorMVP_AminoType532,PorMVP_AminoType533,PorMVP_AminoType534,PorMVP_AminoType535,PorMVP_AminoType536,PorMVP_AminoType537,PorMVP_AminoType538,PorMVP_AminoType539,PorMVP_AminoType54,PorMVP_AminoType540,PorMVP_AminoType541,PorMVP_AminoType542,PorMVP_AminoType543,PorMVP_AminoType544,PorMVP_AminoType545,PorMVP_AminoType546,PorMVP_AminoType547,PorMVP_AminoType548,PorMVP_AminoType549,PorMVP_AminoType55,PorMVP_AminoType550,PorMVP_AminoType551,PorMVP_AminoType552,PorMVP_AminoType553,PorMVP_AminoType554,PorMVP_AminoType555,PorMVP_AminoType556,PorMVP_AminoType557,PorMVP_AminoType558,PorMVP_AminoType559,PorMVP_AminoType56,PorMVP_AminoType560,PorMVP_AminoType561,PorMVP_AminoType562,PorMVP_AminoType563,PorMVP_AminoType564,PorMVP_AminoType565,PorMVP_AminoType566,PorMVP_AminoType567,PorMVP_AminoType568,PorMVP_AminoType569,PorMVP_AminoType57,PorMVP_AminoType570,PorMVP_AminoType571,PorMVP_AminoType572,PorMVP_AminoType573,PorMVP_AminoType574,PorMVP_AminoType575,PorMVP_AminoType576,PorMVP_AminoType577,PorMVP_AminoType578,PorMVP_AminoType579,PorMVP_AminoType58,PorMVP_AminoType580,PorMVP_AminoType581,PorMVP_AminoType582,PorMVP_AminoType583,PorMVP_AminoType584,PorMVP_AminoType585,PorMVP_AminoType586,PorMVP_AminoType587,PorMVP_AminoType588,PorMVP_AminoType589,PorMVP_AminoType59,PorMVP_AminoType590,PorMVP_AminoType591,PorMVP_AminoType592,PorMVP_AminoType593,PorMVP_AminoType594,PorMVP_AminoType595,PorMVP_AminoType596,PorMVP_AminoType597,PorMVP_AminoType598,PorMVP_AminoType599,PorMVP_AminoType6,PorMVP_AminoType60,PorMVP_AminoType600,PorMVP_AminoType601,PorMVP_AminoType602,PorMVP_AminoType603,PorMVP_AminoType604,PorMVP_AminoType605,PorMVP_AminoType606,PorMVP_AminoType607,PorMVP_AminoType608,PorMVP_AminoType609,PorMVP_AminoType61,PorMVP_AminoType610,PorMVP_AminoType611,PorMVP_AminoType612,PorMVP_AminoType613,PorMVP_AminoType614,PorMVP_AminoType615,PorMVP_AminoType616,PorMVP_AminoType617,PorMVP_AminoType618,PorMVP_AminoType619,PorMVP_AminoType62,PorMVP_AminoType620,PorMVP_AminoType621,PorMVP_AminoType622,PorMVP_AminoType623,PorMVP_AminoType624,PorMVP_AminoType625,PorMVP_AminoType626,PorMVP_AminoType627,PorMVP_AminoType628,PorMVP_AminoType629,PorMVP_AminoType63,PorMVP_AminoType630,PorMVP_AminoType631,PorMVP_AminoType632,PorMVP_AminoType633,PorMVP_AminoType634,PorMVP_AminoType635,PorMVP_AminoType636,PorMVP_AminoType637,PorMVP_AminoType638,PorMVP_AminoType639,PorMVP_AminoType64,PorMVP_AminoType640,PorMVP_AminoType641,PorMVP_AminoType642,PorMVP_AminoType643,PorMVP_AminoType644,PorMVP_AminoType645,PorMVP_AminoType646,PorMVP_AminoType647,PorMVP_AminoType648,PorMVP_AminoType649,PorMVP_AminoType65,PorMVP_AminoType650,PorMVP_AminoType651,PorMVP_AminoType652,PorMVP_AminoType653,PorMVP_AminoType654,PorMVP_AminoType655,PorMVP_AminoType656,PorMVP_AminoType657,PorMVP_AminoType658,PorMVP_AminoType659,PorMVP_AminoType66,PorMVP_AminoType660,PorMVP_AminoType661,PorMVP_AminoType662,PorMVP_AminoType663,PorMVP_AminoType664,PorMVP_AminoType665,PorMVP_AminoType666,PorMVP_AminoType667,PorMVP_AminoType668,PorMVP_AminoType669,PorMVP_AminoType67,PorMVP_AminoType670,PorMVP_AminoType671,PorMVP_AminoType672,PorMVP_AminoType673,PorMVP_AminoType674,PorMVP_AminoType675,PorMVP_AminoType676,PorMVP_AminoType677,PorMVP_AminoType678,PorMVP_AminoType679,PorMVP_AminoType68,PorMVP_AminoType680,PorMVP_AminoType681,PorMVP_AminoType682,PorMVP_AminoType683,PorMVP_AminoType684,PorMVP_AminoType685,PorMVP_AminoType686,PorMVP_AminoType687,PorMVP_AminoType688,PorMVP_AminoType689,PorMVP_AminoType69,PorMVP_AminoType690,PorMVP_AminoType691,PorMVP_AminoType692,PorMVP_AminoType693,PorMVP_AminoType694,PorMVP_AminoType695,PorMVP_AminoType696,PorMVP_AminoType697,PorMVP_AminoType698,PorMVP_AminoType699,PorMVP_AminoType7,PorMVP_AminoType70,PorMVP_AminoType700,PorMVP_AminoType701,PorMVP_AminoType702,PorMVP_AminoType703,PorMVP_AminoType704,PorMVP_AminoType705,PorMVP_AminoType706,PorMVP_AminoType707,PorMVP_AminoType708,PorMVP_AminoType709,PorMVP_AminoType71,PorMVP_AminoType710,PorMVP_AminoType711,PorMVP_AminoType712,PorMVP_AminoType713,PorMVP_AminoType714,PorMVP_AminoType715,PorMVP_AminoType716,PorMVP_AminoType717,PorMVP_AminoType718,PorMVP_AminoType719,PorMVP_AminoType72,PorMVP_AminoType720,PorMVP_AminoType721,PorMVP_AminoType722,PorMVP_AminoType723,PorMVP_AminoType724,PorMVP_AminoType725,PorMVP_AminoType726,PorMVP_AminoType727,PorMVP_AminoType728,PorMVP_AminoType729,PorMVP_AminoType73,PorMVP_AminoType730,PorMVP_AminoType731,PorMVP_AminoType732,PorMVP_AminoType733,PorMVP_AminoType734,PorMVP_AminoType735,PorMVP_AminoType736,PorMVP_AminoType737,PorMVP_AminoType738,PorMVP_AminoType739,PorMVP_AminoType74,PorMVP_AminoType740,PorMVP_AminoType741,PorMVP_AminoType742,PorMVP_AminoType743,PorMVP_AminoType744,PorMVP_AminoType745,PorMVP_AminoType746,PorMVP_AminoType747,PorMVP_AminoType748,PorMVP_AminoType749,PorMVP_AminoType75,PorMVP_AminoType750,PorMVP_AminoType751,PorMVP_AminoType752,PorMVP_AminoType753,PorMVP_AminoType754,PorMVP_AminoType755,PorMVP_AminoType756,PorMVP_AminoType757,PorMVP_AminoType758,PorMVP_AminoType759,PorMVP_AminoType76,PorMVP_AminoType760,PorMVP_AminoType761,PorMVP_AminoType762,PorMVP_AminoType763,PorMVP_AminoType764,PorMVP_AminoType765,PorMVP_AminoType766,PorMVP_AminoType767,PorMVP_AminoType768,PorMVP_AminoType769,PorMVP_AminoType77,PorMVP_AminoType770,PorMVP_AminoType771,PorMVP_AminoType772,PorMVP_AminoType773,PorMVP_AminoType774,PorMVP_AminoType775,PorMVP_AminoType776,PorMVP_AminoType777,PorMVP_AminoType778,PorMVP_AminoType78,PorMVP_AminoType79,PorMVP_AminoType8,PorMVP_AminoType80,PorMVP_AminoType81,PorMVP_AminoType82,PorMVP_AminoType83,PorMVP_AminoType84,PorMVP_AminoType85,PorMVP_AminoType86,PorMVP_AminoType87,PorMVP_AminoType88,PorMVP_AminoType89,PorMVP_AminoType9,PorMVP_AminoType90,PorMVP_AminoType91,PorMVP_AminoType92,PorMVP_AminoType93,PorMVP_AminoType94,PorMVP_AminoType95,PorMVP_AminoType96,PorMVP_AminoType97,PorMVP_AminoType98,PorMVP_AminoType99
POR10_0319,14,1,0,0,0,0,0,15,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,0,0,0,0,1,0,0,0,0,0,0,0,0,266,11,0,0,0,3,0,0,0,0,0,0,3,2,0,0,0,0,0,0,9,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,1,0,0,0,0,15,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,3,72,32,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,126,77968,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,151,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,2,0,0,1,85,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,6,7,3306,0,0,1,0,0,0,0,0,0,0,35,0,0,0,0,1,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,32,0,0,1,0,192,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,4,0,0,80,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
POR10_0818,4,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,438,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,212,108719,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,109,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,337,0,0,0,0,0,0,0,8,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,30,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,1,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0
